"codigo_ibge","municipio","uf","status_brasao","status_bandeira","falta_brasao","falta_bandeira"
"1712157","Lavandeira","TO","nao_encontrado","revisao_pendente",true,false
"1712405","Lizarda","TO","revisao_pendente","nao_encontrado",false,true
"1712454","Luzinópolis","TO","nao_encontrado","nao_encontrado",true,true
"1712702","Mateiros","TO","nao_encontrado","nao_encontrado",true,true
"1712801","Maurilândia do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1713601","Monte do Carmo","TO","nao_encontrado","nao_encontrado",true,true
"1713700","Monte Santo do Tocantins","TO","revisao_pendente","nao_encontrado",false,true
"1713809","Palmeiras do Tocantins","TO","nao_encontrado","revisao_pendente",true,false
"1713957","Muricilândia","TO","nao_encontrado","nao_encontrado",true,true
"1714302","Nazaré","TO","nao_encontrado","nao_encontrado",true,true
"1715002","Nova Rosalândia","TO","nao_encontrado","revisao_pendente",true,false
"1715101","Novo Acordo","TO","nao_encontrado","nao_encontrado",true,true
"1715259","Novo Jardim","TO","nao_encontrado","nao_encontrado",true,true
"1715705","Palmeirante","TO","nao_encontrado","nao_encontrado",true,true
"1715754","Palmeirópolis","TO","nao_encontrado","nao_encontrado",true,true
"1716307","Pau D'Arco","TO","nao_encontrado","nao_encontrado",true,true
"1716653","Pequizeiro","TO","nao_encontrado","nao_encontrado",true,true
"1717008","Pindorama do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1717206","Piraquê","TO","nao_encontrado","nao_encontrado",true,true
"1717503","Pium","TO","nao_encontrado","rejeitado",true,true
"1717800","Ponte Alta do Bom Jesus","TO","nao_encontrado","nao_encontrado",true,true
"1717909","Ponte Alta do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1718006","Porto Alegre do Tocantins","TO","nao_encontrado","revisao_pendente",true,false
"1718303","Praia Norte","TO","nao_encontrado","nao_encontrado",true,true
"1718402","Presidente Kennedy","TO","nao_encontrado","nao_encontrado",true,true
"1718451","Pugmil","TO","nao_encontrado","nao_encontrado",true,true
"1718501","Recursolândia","TO","nao_encontrado","revisao_pendente",true,false
"1718659","Rio da Conceição","TO","nao_encontrado","nao_encontrado",true,true
"1718709","Rio dos Bois","TO","nao_encontrado","nao_encontrado",true,true
"1718758","Rio Sono","TO","revisao_pendente","nao_encontrado",false,true
"1718808","Sampaio","TO","nao_encontrado","revisao_pendente",true,false
"1718840","Sandolândia","TO","nao_encontrado","nao_encontrado",true,true
"1718899","Santa Rita do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1718907","Santa Rosa do Tocantins","TO","revisao_pendente","rejeitado",false,true
"1719004","Santa Tereza do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1720002","Santa Terezinha do Tocantins","TO","nao_encontrado","revisao_pendente",true,false
"1720259","São Salvador do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1720309","São Sebastião do Tocantins","TO","revisao_pendente","nao_encontrado",false,true
"1720499","São Valério","TO","nao_encontrado","nao_encontrado",true,true
"1720655","Silvanópolis","TO","nao_encontrado","revisao_pendente",true,false
"1720853","Sucupira","TO","nao_encontrado","nao_encontrado",true,true
"1720937","Taipas do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1721109","Tocantínia","TO","nao_encontrado","nao_encontrado",true,true
"1721307","Tupiratins","TO","nao_encontrado","nao_encontrado",true,true
"2100105","Afonso Cunha","MA","nao_encontrado","nao_encontrado",true,true
"2100154","Água Doce do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2100303","Aldeias Altas","MA","nao_encontrado","revisao_pendente",true,false
"2100402","Altamira do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2100436","Alto Alegre do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2100550","Amapá do Maranhão","MA","nao_encontrado","revisao_pendente",true,false
"2100709","Anajatuba","MA","nao_encontrado","nao_encontrado",true,true
"2100808","Anapurus","MA","nao_encontrado","nao_encontrado",true,true
"2100873","Araguanã","MA","nao_encontrado","revisao_pendente",true,false
"2101103","Axixá","MA","nao_encontrado","nao_encontrado",true,true
"2101301","Bacuri","MA","nao_encontrado","nao_encontrado",true,true
"2101350","Bacurituba","MA","nao_encontrado","nao_encontrado",true,true
"2101707","Barreirinhas","MA","rejeitado","rejeitado",true,true
"2101731","Belágua","MA","nao_encontrado","nao_encontrado",true,true
"2101772","Bela Vista do Maranhão","MA","nao_encontrado","revisao_pendente",true,false
"2101806","Benedito Leite","MA","nao_encontrado","revisao_pendente",true,false
"2101939","Bernardo do Mearim","MA","nao_encontrado","nao_encontrado",true,true
"2101970","Boa Vista do Gurupi","MA","nao_encontrado","nao_encontrado",true,true
"2102036","Bom Jesus das Selvas","MA","nao_encontrado","revisao_pendente",true,false
"2102101","Brejo","MA","nao_encontrado","revisao_pendente",true,false
"2102150","Brejo de Areia","MA","nao_encontrado","nao_encontrado",true,true
"2102200","Buriti","MA","revisao_pendente","rejeitado",false,true
"2102358","Buritirana","MA","nao_encontrado","revisao_pendente",true,false
"2102374","Cachoeira Grande","MA","nao_encontrado","nao_encontrado",true,true
"2102408","Cajapió","MA","nao_encontrado","rejeitado",true,true
"2102507","Cajari","MA","nao_encontrado","revisao_pendente",true,false
"2102606","Cândido Mendes","MA","nao_encontrado","revisao_pendente",true,false
"2102705","Cantanhede","MA","nao_encontrado","revisao_pendente",true,false
"2102754","Capinzal do Norte","MA","nao_encontrado","revisao_pendente",true,false
"2102903","Carutapera","MA","nao_encontrado","revisao_pendente",true,false
"2103406","Coelho Neto","MA","nao_encontrado","revisao_pendente",true,false
"2103802","Dom Pedro","MA","nao_encontrado","revisao_pendente",true,false
"2103901","Duque Bacelar","MA","nao_encontrado","nao_encontrado",true,true
"2104073","Feira Nova do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2104099","Formosa da Serra Negra","MA","nao_encontrado","nao_encontrado",true,true
"2104107","Fortaleza dos Nogueiras","MA","nao_encontrado","nao_encontrado",true,true
"2104305","Godofredo Viana","MA","nao_encontrado","nao_encontrado",true,true
"2104503","Governador Archer","MA","nao_encontrado","nao_encontrado",true,true
"2104602","Governador Eugênio Barros","MA","nao_encontrado","nao_encontrado",true,true
"2104628","Governador Luiz Rocha","MA","revisao_pendente","nao_encontrado",false,true
"2104651","Governador Newton Bello","MA","nao_encontrado","revisao_pendente",true,false
"2104677","Governador Nunes Freire","MA","nao_encontrado","revisao_pendente",true,false
"2104701","Graça Aranha","MA","nao_encontrado","nao_encontrado",true,true
"2104909","Guimarães","MA","nao_encontrado","revisao_pendente",true,false
"2105153","Igarapé do Meio","MA","nao_encontrado","revisao_pendente",true,false
"2105203","Igarapé Grande","MA","nao_encontrado","nao_encontrado",true,true
"2105351","Itaipava do Grajaú","MA","nao_encontrado","nao_encontrado",true,true
"2105401","Itapecuru Mirim","MA","rejeitado","revisao_pendente",true,false
"2105476","Jenipapo dos Vieiras","MA","nao_encontrado","nao_encontrado",true,true
"2105500","João Lisboa","MA","nao_encontrado","revisao_pendente",true,false
"2105609","Joselândia","MA","nao_encontrado","revisao_pendente",true,false
"2105658","Junco do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2105807","Lago do Junco","MA","nao_encontrado","nao_encontrado",true,true
"2105906","Lago Verde","MA","nao_encontrado","nao_encontrado",true,true
"2105948","Lago dos Rodrigues","MA","nao_encontrado","nao_encontrado",true,true
"2105963","Lagoa Grande do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2105989","Lajeado Novo","MA","nao_encontrado","nao_encontrado",true,true
"2106102","Loreto","MA","nao_encontrado","nao_encontrado",true,true
"2106201","Luís Domingues","MA","nao_encontrado","revisao_pendente",true,false
"2106300","Magalhães de Almeida","MA","nao_encontrado","nao_encontrado",true,true
"2106326","Maracaçumé","MA","nao_encontrado","revisao_pendente",true,false
"2106409","Mata Roma","MA","nao_encontrado","revisao_pendente",true,false
"2106508","Matinha","MA","nao_encontrado","revisao_pendente",true,false
"2106607","Matões","MA","nao_encontrado","revisao_pendente",true,false
"2106631","Matões do Norte","MA","desatualizado","desatualizado",true,true
"2106672","Milagres do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2106805","Mirinzal","MA","nao_encontrado","revisao_pendente",true,false
"2107001","Montes Altos","MA","nao_encontrado","nao_encontrado",true,true
"2107100","Morros","MA","nao_encontrado","nao_encontrado",true,true
"2107209","Nina Rodrigues","MA","nao_encontrado","revisao_pendente",true,false
"2107258","Nova Colinas","MA","nao_encontrado","nao_encontrado",true,true
"2107357","Nova Olinda do Maranhão","MA","nao_encontrado","revisao_pendente",true,false
"2107407","Olho d'Água das Cunhãs","MA","nao_encontrado","nao_encontrado",true,true
"2107456","Olinda Nova do Maranhão","MA","revisao_pendente","nao_encontrado",false,true
"2107506","Paço do Lumiar","MA","nao_encontrado","revisao_pendente",true,false
"2107803","Parnarama","MA","nao_encontrado","revisao_pendente",true,false
"2108058","Paulino Neves","MA","revisao_pendente","rejeitado",false,true
"2108256","Pedro do Rosário","MA","nao_encontrado","nao_encontrado",true,true
"2108306","Penalva","MA","nao_encontrado","revisao_pendente",true,false
"2108504","Pindaré-Mirim","MA","revisao_pendente","nao_encontrado",false,true
"2108702","Pio XII","MA","nao_encontrado","revisao_pendente",true,false
"2108801","Pirapemas","MA","nao_encontrado","nao_encontrado",true,true
"2108900","Poção de Pedras","MA","nao_encontrado","nao_encontrado",true,true
"2109106","Presidente Dutra","MA","nao_encontrado","revisao_pendente",true,false
"2109205","Presidente Juscelino","MA","nao_encontrado","nao_encontrado",true,true
"2109239","Presidente Médici","MA","nao_encontrado","revisao_pendente",true,false
"2109270","Presidente Sarney","MA","nao_encontrado","nao_encontrado",true,true
"2109452","Raposa","MA","revisao_pendente","rejeitado",false,true
"2109551","Ribamar Fiquene","MA","nao_encontrado","nao_encontrado",true,true
"2109700","Sambaíba","MA","nao_encontrado","nao_encontrado",true,true
"2109809","Santa Helena","MA","nao_encontrado","revisao_pendente",true,false
"2110005","Santa Luzia","MA","nao_encontrado","revisao_pendente",true,false
"2110039","Santa Luzia do Paruá","MA","nao_encontrado","nao_encontrado",true,true
"2110104","Santa Quitéria do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2110203","Santa Rita","MA","nao_encontrado","revisao_pendente",true,false
"2110237","Santana do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2110278","Santo Amaro do Maranhão","MA","rejeitado","nao_encontrado",true,true
"2110302","Santo Antônio dos Lopes","MA","nao_encontrado","nao_encontrado",true,true
"2110401","São Benedito do Rio Preto","MA","nao_encontrado","revisao_pendente",true,false
"2110500","São Bento","MA","nao_encontrado","revisao_pendente",true,false
"2110609","São Bernardo","MA","nao_encontrado","revisao_pendente",true,false
"2110658","São Domingos do Azeitão","MA","revisao_pendente","nao_encontrado",false,true
"2110807","São Félix de Balsas","MA","nao_encontrado","nao_encontrado",true,true
"2110856","São Francisco do Brejão","MA","nao_encontrado","nao_encontrado",true,true
"2110906","São Francisco do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2111003","São João Batista","MA","nao_encontrado","nao_encontrado",true,true
"2111029","São João do Carú","MA","nao_encontrado","nao_encontrado",true,true
"2111052","São João do Paraíso","MA","nao_encontrado","nao_encontrado",true,true
"2111078","São João do Soter","MA","nao_encontrado","nao_encontrado",true,true
"2111300","São Luís","MA","rejeitado","revisao_pendente",true,false
"2111409","São Luís Gonzaga do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2111508","São Mateus do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2111532","São Pedro da Água Branca","MA","nao_encontrado","nao_encontrado",true,true
"2111573","São Pedro dos Crentes","MA","nao_encontrado","nao_encontrado",true,true
"2111631","São Raimundo do Doca Bezerra","MA","nao_encontrado","nao_encontrado",true,true
"2111672","São Roberto","MA","nao_encontrado","revisao_pendente",true,false
"2111706","São Vicente Ferrer","MA","nao_encontrado","revisao_pendente",true,false
"2111748","Senador Alexandre Costa","MA","nao_encontrado","nao_encontrado",true,true
"2111789","Serrano do Maranhão","MA","nao_encontrado","nao_encontrado",true,true
"2111805","Sítio Novo","MA","nao_encontrado","nao_encontrado",true,true
"2112001","Tasso Fragoso","MA","nao_encontrado","revisao_pendente",true,false
"2112209","Timon","MA","revisao_pendente","nao_encontrado",false,true
"2112233","Trizidela do Vale","MA","nao_encontrado","revisao_pendente",true,false
"2112274","Tufilândia","MA","nao_encontrado","nao_encontrado",true,true
"2112308","Tuntum","MA","nao_encontrado","revisao_pendente",true,false
"2112852","Vila Nova dos Martírios","MA","nao_encontrado","nao_encontrado",true,true
